id;country;description;designation;points;price;province;taster_name;title;variety;winery;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol
70;Portugal;The perfumes of Touriga Nacional dominate this soft, smooth wine, A layer of tannins gives structure, and the ripeness of the fruit creates a delicious, full-bodied wine,;Ribeiro Santo;89;13;Dão;Virginie Boone;Magnum Vinhos 2015 Ribeiro Santo Red (Dão);Portuguese Red;Magnum Vinhos;6.4;0.42;0.09;2.3;0.054;34;64;0.99724;3.41;0.68;10.4
71;Portugal;A ripe and juicy wine, the wood flavors giving considerable spice character, Acidity and blackberry fruits work into a wine that has an attractive, if rough-at-the-edges, character,;Tinto;86;;Alentejano;Kerin O’Keefe;Terra d'Alter 2009 Tinto Red (Alentejano);Portuguese Red;Terra d'Alter;7.9;0.33;0.23;1.7;0.077;18;45;0.99625;3.29;0.65;9.3
72;Portugal;This blend of this wine is popular in Alentejo with Syrah now part of the repertoire, The wine is warm, with a ripe character and a sunny feel, Its structure and acidity keep the wine balanced, Drink now,;Tagus Creek Shiraz-Trincadeira;86;12;Alentejano;Kerin O’Keefe;Falua 2014 Tagus Creek Shiraz-Trincadeira Red (Alentejano);Portuguese Red;Falua;7.9;0.37;0.23;1.8;0.077;23;49;0.9963;3.28;0.67;9.3
73;Portugal;Made by the winemaking team of Quinta de la Rosa, this powerful and bold wine comes from vineyards up river in Douro Superior, It is full of dark, dense black fruits and concentrated tannins with brisk acidity on the finish, Drink from 2018,;Passagem Reserva;93;;Douro;Virginie Boone;Quinta das Bandeiras 2010 Passagem Reserva Red (Douro);Portuguese Red;Quinta das Bandeiras;8.9;0.4;0.32;5.6;0.087;10;47;0.9991;3.38;0.77;10.5
74;Portugal;VV refers to the old vines that are at the heart of this impressive wine, It has great concentration both from the richly structured fruit and tannins, New wood comes through richly on this powerhouse of texture and density, Give the wine at least six years to mature,;Quinta da Manoella VV;93;100;Douro;Virginie Boone;Wine & Soul 2010 Quinta da Manoella VV Red (Douro);Portuguese Red;Wine & Soul;8.9;0.4;0.32;5.6;0.087;10;47;0.9991;3.38;0.77;10.5
75;Portugal;This is a smooth, impressively rich wine powered by silky tannins and ripe black fruits, The palate is intensely concentrated with a big, bold structure and a solid feel, It does need some aging, so drink from 2016,;Aguia Moura em Vinhas Velhas Reserva;93;18;Douro;Virginie Boone;Wines & Winemakers 2009 Aguia Moura em Vinhas Velhas Reserva Red (Douro);Portuguese Red;Wines & Winemakers;10.2;0.29;0.49;2.6;0.059;5;13;0.9976;3.05;0.74;10.5
76;Portugal;A fresh-faced wine, bright with berry fruits, a light layer of tannins and a soft, easy texture, There is some stalkiness but this is great as a delicious, easy wine,;Chaminé;86;12;Alentejano;Anne Krebiehl MW;Cortes de Cima 2009 Chaminé Red (Alentejano);Portuguese Red;Cortes de Cima;7.8;0.62;0.05;2.3;0.079;6;18;0.99735;3.29;0.63;9.3
77;Portugal;A juicy, fruity wine that is named after the Knights Templar who built a magnificent castle and convent in the local city of Tomar, It is fresh with red berry acidity and some perfumed tannins, It should be ready to drink soon, but wait until the end of 2016 for the best results,;Templários Colheita Seleccionada;87;18;Tejo;Sean P. Sullivan;Quinta do Cavalinho 2013 Templários Colheita Seleccionada Red (Tejo);Portuguese Red;Quinta do Cavalinho;7.2;0.635;0.07;2.6;0.077;16;86;0.99748;3.51;0.54;9.7
78;Portugal;Light red wine, with a stalky black currant character, It is very fruity, showing herbs and soft tannins, Almost an apéritif red, certainly one for lightly flavored dishes,;Casal Garcia Tinto;83;8;Portuguese Table Wine;Roger Voss;Aveleda 2010 Casal Garcia Tinto Red (Portuguese Table Wine);Portuguese Red;Aveleda;5.6;0.62;0.03;1.5;0.08;6;13;0.99498;3.66;0.62;10.1
79;Portugal;Blackberry jam aromas lead to a fruity wine, soft and juicy, Fresh and rounded, it has balanced acidity and an open, generous character, Drink now,;Santos da Casa;86;13;Alentejano;Roger Voss;Casca Wines 2013 Santos da Casa Red (Alentejano);Portuguese Red;Casca Wines;7.7;0.665; -   ;2.4;0.09;8;19;0.9974;3.27;0.73;9.3
80;Portugal;This huge, fruity wine is packed with tannins and superripe fruits, It's a big wine in all senses, from its massive structure to its bold red berry flavors, There's a ripe, juicy end to this powerful wine,;Valdazar;86;24;Bairrada;Anna Lee C. Iijima;Campolargo 2011 Valdazar Red (Bairrada);Portuguese Red;Campolargo;7.1;0.735;0.16;1.9;0.1;15;77;0.9966;3.27;0.64;9.3
81;Portugal;One of the top wines from this producer, this blend of at least 10 grape varieties comes from its estate, The wood aging has added sophistication to this already concentrated wine, With black fruits to the fore and firm tannins, it will age well, Drink from 2019,;Confidencial Reserva;92;26;Lisboa;Kerin O’Keefe;Casa Santos Lima 2014 Confidencial Reserva Red (Lisboa);Portuguese Red;Casa Santos Lima;7;0.69;0.07;2.5;0.091;15;21;0.99572;3.38;0.6;11.3
82;Portugal;Now deliciously mature, this rich wine is smooth and dense, Produced by the Cálem family, one of the great names of the Douro, the wine is laden with big black fruits and tarry tannins, The wine is very ready to drink,;Sagrado Reserva;92;;Douro;Virginie Boone;Quinta do Sagrado 2008 Sagrado Reserva Red (Douro);Portuguese Red;Quinta do Sagrado;7.1;0.39;0.12;2.1;0.065;14;24;0.99252;3.3;0.53;13.3
83;Portugal;From 24 different varieties of old vines, this wine is rich, bold and ripe, Without any wood aging, it is solid with tannins and dense structure, There is a juicy background coming from the blackberry and damson fruits, Drink this serious, ageworthy wine from 2019,;O Oenólogo Vinhas Velhas;92;35;Dão;Anna Lee C. Iijima;Casa da Passarella 2013 O Oenólogo Vinhas Velhas Red (Dão);Portuguese Red;Casa da Passarella;6.6;0.5; -   ;1.8;0.062;21;28;0.99352;3.44;0.55;12.3
84;Portugal;A soft and ripe wine with gentle tannins and spicy black currant fruit, this tastes dry and has fine acidity and a juicy aftertaste, The name is a reminder that the vineyards are close to the Atlantic Ocean,;Mar de Lisboa;87;;Lisboa;Anna Lee C. Iijima;Quinta de Chocapalha 2014 Mar de Lisboa Red (Lisboa);Portuguese Red;Quinta de Chocapalha;7.2;0.66;0.03;2.3;0.078;16;86;0.99743;3.53;0.57;9.7
85;Portugal;This is a dark- colored, smoothly ripe wine, With wood spice and with plenty of blackberry fruitiness, it's both structured and generous, The acidity it gets from the Touriga Nacional in the blend gives it a crisp aftertaste and the possibility of further aging, Drink now or from 2018,;Touriga Nacional-Merlot-Syrah;87;15;Tejo;Anna Lee C. Iijima;Quinta do Casal Monteiro 2015 Touriga Nacional-Merlot-Syrah Red (Tejo);Portuguese Red;Quinta do Casal Monteiro;7.2;0.66;0.03;2.3;0.078;16;86;0.99743;3.53;0.57;9.7
86;Portugal;This blend of Touriga Nacional, Syrah and Cabernet Sauvignon is surprisingly soft and ripe, considering the tannic nature of the grapes, Instead it has fruity black currant flavors and plenty of forward acidity, Ready to drink now, its tannins just form the background,;3 Castas;87;12;Tejo;Michael Schachner;Fiuza 2015 3 Castas Red (Tejo);Portuguese Red;Fiuza;6.7;0.48;0.02;2.2;0.08;36;111;0.99524;3.1;0.53;9.7
87;Portugal;Inspired by the two halves of the Douro (the other being Ribera del Duero in Spain), this Portuguese wine has minty, ripe, velvet textures, smooth and full-bodied, Very polished and classy, with soft acidity, tarry tannins, new wood and plum juice flavors,;D + D;91;52;Douro;Kerin O’Keefe;Sogevinus 2006 D + D Red (Douro);Portuguese Red;Sogevinus;7.4;0.785;0.19;5.2;0.094;19;98;0.99713;3.16;0.52;9.6
88;Portugal;This wine offers very ripe fruit that gives an almost-sweet character to what should be a dry wine, There is acidity that helps, Drink now,;Quinta Dona Mafalda Vinhas Velhas;85;23;Douro;Kerin O’Keefe;Quinta do Castelinho 2013 Quinta Dona Mafalda Vinhas Velhas Red (Douro);Portuguese Red;Quinta do Castelinho;7.1;0.43;0.42;5.5;0.07;29;129;0.9973;3.42;0.72;10.5
89;Portugal;This is an easy, fruity wine, Soft and light in character, it has attractive red fruits and acidity, Drink this wine now,;Borges Quinta da Soalheira;85;8;Douro;Kerin O’Keefe;Jose Maria Vieira 2014 Borges Quinta da Soalheira Red (Douro);Portuguese Red;Jose Maria Vieira;7.1;0.43;0.42;5.5;0.071;28;128;0.9973;3.42;0.71;10.5
90;Portugal;This soft wine has muted red fruits and light acidity, Drink now,;Reserva;85;21;Douro;Kerin O’Keefe;Kopke 2013 Reserva Red (Douro);Portuguese Red;Kopke;7;0.49;0.49;5.6;0.06;26;121;0.9974;3.34;0.76;10.5
91;Portugal;This wine is ripe, fruity and balanced, It has red-berry flavors along with acidity and a bright aftertaste, Drink from 2019;Esteva;85;10;Douro;Matt Kettmann;Casa Ferreirinha 2015 Esteva Red (Douro);Portuguese Red;Casa Ferreirinha;11.1;0.35;0.48;3.1;0.09;5;21;0.9986;3.17;0.53;10.5
92;Portugal;This wine is soft, with gentle tannins and red-berry fruits, It will develop quickly, so drink from 2019,;Prazo de Roriz;85;17;Douro;Kerin O’Keefe;Prats & Symington LDA 2015 Prazo de Roriz Red (Douro);Portuguese Red;Prats & Symington LDA;11;0.2;0.48;2;0.343;6;18;0.9979;3.3;0.71;10.5
93;Portugal;Strong tannins dominate this wine, It comes from a good vintage, but it is quite extracted, It could soften, although it may remain a tough wine,;Reserva;85;;Douro;Roger Voss;Quinta do Filoco 2011 Reserva Red (Douro);Portuguese Red;Quinta do Filoco;7;0.58;0.12;1.9;0.091;34;124;0.9956;3.44;0.48;10.5
94;Portugal;The tannins dominate this wine, giving a hard-edged character, It is firm but without the fruit weight to support it,;Grande Reserva;85;26;Douro;Virginie Boone;Quinta dos Poços 2014 Grande Reserva Red (Douro);Portuguese Red;Quinta dos Poços;12.5;0.38;0.6;2.6;0.081;31;72;0.9996;3.1;0.73;10.5
95;Portugal;This soft, wine is full of ripe black-currant flavors, It is smooth and rounded, with a touch of wood and plenty of acidity, Drink now,;Casabel;85;;Lisboa;Kerin O’Keefe;Sanguinhal 2013 Casabel Red (Lisboa);Portuguese Red;Sanguinhal;7.4;0.49;0.19;3;0.077;16;37;0.9966;3.37;0.51;10.5
96;Portugal;This ripe blend holds 80% Baga, with the rest Merlot, The Merlot softens the firmer tannins of the Baga, giving the wine its red-fruit character with a juicy aftertaste, Drink the wine now,;Selection;85;9;Bairrada;Kerin O’Keefe;Messias 2014 Selection Red (Bairrada);Portuguese Red;Messias;8.3;0.43;0.3;3.4;0.079;7;34;0.99788;3.36;0.61;10.5
97;Portugal;This is a mature, single-vineyard wine, Beautifully perfumed, it includes, unusually, a small percentage of white grapes (historically a field blend) that soften the tannins of the 90% Baga, The wine is spicy, concentrated, dense with black fruits and tannins, It is ready to drink,;Monte Cascas Vinha das Cardosas;94;70;Bairrada;Matt Kettmann;Casca Wines 2012 Monte Cascas Vinha das Cardosas Red (Bairrada);Portuguese Red;Casca Wines;5.3;0.47;0.11;2.2;0.048;16;89;0.99182;3.54;0.88;13.6
98;Portugal;This is a solid mineral and tannin dominated wine, It has black currant fruits which are still buried by the tense tannins and stalky texture, It therefore needs some time to develop and broaden out, Drink from 2018,;Pomares;87;15;Douro;Matt Kettmann;Quinta Nova de Nossa Senhora do Carmo 2011 Pomares Red (Douro);Portuguese Red;Quinta Nova de Nossa Senhora do Carmo;6.8;0.67; -   ;1.9;0.08;22;39;0.99701;3.4;0.74;9.7
99;Portugal;The wine is young, still more structure than fruit, It has firm tannins as well as juicy blackberry fruits, A blend of Syrah, Cabernet Sauvignon and Touriga Nacional, it is likely to age for a few months, so drink from the end of 2016,;3 Castas;87;10;Tejo;Matt Kettmann;Fiuza 2014 3 Castas Red (Tejo);Portuguese Red;Fiuza;6.9;0.58;0.01;1.9;0.08;40;54;0.99683;3.4;0.73;9.7
100;Portugal;Towards the western end of the Douro vineyards, Avidagos is a fine place for table wines, This young, ripe and rounded wine is made to be drunk young, It has great black fruits and acidity that are linked by the firm tannin background, The wine will be ready from the end of 2016,;Avidagos;87;15;Douro;Matt Kettmann;Quinta dos Avidagos 2014 Avidagos Red (Douro);Portuguese Red;Quinta dos Avidagos;6.8;0.59;0.1;1.7;0.063;34;53;0.9958;3.41;0.67;9.7
101;Portugal;A mixed bag of varieties went into this soft and fruity wine, It has gentle tannins that are lifted by acidity and black currant fruitiness, With its lifestyle label (a small Vespa motor scooter), it is obviously meant to be an easy-going ready-to-drink wine, And it succeeds,;Bonavita;87;10;Lisboa;Kerin O’Keefe;Casa Santos Lima 2014 Bonavita Red (Lisboa);Portuguese Red;Casa Santos Lima;6.8;0.59;0.1;1.7;0.063;34;53;0.9958;3.41;0.67;9.7
102;Portugal;The style of this wine is fruity with blackberry flavors giving a bright and lively character, Black currant acidity joins in the fruitiness while allowing room for some structured tannins, The wine will be ready to drink from late 2016,;Terra d'Alter;87;10;Alentejano;Joe Czerwinski;Terras de Alter 2015 Terra d'Alter Red (Alentejano);Portuguese Red;Terras de Alter;10;0.69;0.11;1.4;0.084;8;24;0.99578;2.88;0.47;9.7
103;Portugal;This is a rich, ripe and full-bodied blend that includes Alicante Bouschet to give the dark color, It has structure and juicy blackberry fruits, The tannins, integrated with the fruitiness, are supple and generous, This is a wine to drink soon, from late 2016,;Audaz Reserva;87;13;Alentejano;Roger Voss;Herdade Grande 2013 Audaz Reserva Red (Alentejano);Portuguese Red;Herdade Grande;7;0.655;0.16;2.1;0.074;8;25;0.99606;3.37;0.55;9.7
104;Portugal;Made to be consumed young, this is fresh and fruity, It has a layer of tannins that support the red berry and plum fruit tones, The aftertaste is fresh and fruity, Drink now,;Tinto;87;13;Douro;Roger Voss;Evel 2012 Tinto Red (Douro);Portuguese Red;Evel;7.7;0.54;0.26;1.9;0.089;23;147;0.99636;3.26;0.59;9.7
105;Portugal;This is a hard, edgy and tannic wine that has a bitter edge overlaying the fruit, It seems tough, although there are hints of ripe berry fruits that are hiding away, Some softening over the next year will offer integration, Drink from 2016,;Tinto;87;17;Douro;Joe Czerwinski;Quinta dos Aciprestes 2011 Tinto Red (Douro);Portuguese Red;Quinta dos Aciprestes;7.7;0.54;0.26;1.9;0.089;23;147;0.99636;3.26;0.59;9.7
106;Portugal;Still firm in tannins, this has developed into an austere and dark wine, It is serious and solid, with a firm, brooding character and layers of acidity as well as black currant fruits, It is probably ready to drink now,;;91;24;Alentejano;Roger Voss;Azamor 2010 Red (Alentejano);Portuguese Red;Azamor;6.8;0.47;0.08;2.2;0.064;18;38;0.99553;3.3;0.65;9.6
107;Portugal;Rich and ripe, with soft tannins and black plum flavors, It is round, while still having a core of attractive tannins, The fruit dominates, giving a friendly, accessible wine,;Premium;86;14;Alentejo;Virginie Boone;Alente 2007 Premium Red (Alentejo);Portuguese Red;Alente;8.6;0.725;0.24;6.6;0.117;31;134;10.014;3.32;1.07;9.3
108;Portugal;Fresh, juicy wine, with soft tannins and taut red cherry fruit, The tannins provide a discreet backbone, Age for 2–3 years,;JP Azeitão Tinto;86;9;Setubal;Matt Kettmann;Bacalhôa Wines of Portugal 2010 JP Azeitão Tinto Red (Setubal);Portuguese Red;Bacalhôa Wines of Portugal;9.1;0.52;0.33;1.3;0.07;9;30;0.9978;3.24;0.6;9.3
109;Portugal;The Reserva version of Mural makes a powerful statement, Dark in color and packed with concentrated fruit, it is full of tannins as well as brooding black-plum flavors, Spice and juicy acidity complete the ensemble, It's a solid wine that needs to age to soften the tannic structure, Drink from 2017,;Mural Reserva;91;12;Douro;Matt Kettmann;Quinta do Portal 2011 Mural Reserva Red (Douro);Portuguese Red;Quinta do Portal;6.9;0.4;0.14;2.4;0.085;21;40;0.9968;3.43;0.63;9.7
110;Portugal;This wine is a fine exposition of the structure and density of a serious Douro wine, A field blend, it is packed with dark berry fruits and sweet tannins, with a strong mineral element that reflects the tough schist of the vineyards, It's drinkable now, but the wine will be better in 2016,;VT '08;91;47;Douro;Matt Kettmann;Quinta do Sagrado 2008 VT '08 Red (Douro);Portuguese Red;Quinta do Sagrado;10.1;0.31;0.44;2.3;0.08;22;46;0.9988;3.32;0.67;9.7
111;Portugal;There is a strong barnyard aroma here, although the palate is cleaner and more modern, With rich tannins and a dark plum character, it's ripe and structured, There is a strong mineral element, giving the wine power and density, Drink from 2016,;Lello;87;8;Douro;Anna Lee C. Iijima;Borges 2011 Lello Red (Douro);Portuguese Red;Borges;6.7;0.48;0.08;2.1;0.064;18;34;0.99552;3.33;0.64;9.7
